,Name,Main Title,Dynasty,Date,Comment
737,Ramessesnakht,High Priest of Amun,20th dynasty,fl. c. mid-12th century BC,Appointed as the High Priest of Amun at Thebes under pharaoh Ramesses IV. He held this office until the reign of Ramesses IX. It was during Ramessesnakht's tenure that the power and importance of the Amun priesthood grew while the pharaoh's power began to noticeably decline.
738,Ramose,Prince,18th dynasty,fl. c. late-16th century BC,Probably the son of Pharaoh Ahmose I.
739,Ramose,Vizier,18th dynasty,fl. c. mid-14th century BC,"A noble man, Governor of Thebes and vizier under pharaohs Amenhotep III and Akhenaten."
740,Raneb,Pharaoh,2nd dynasty,fl. c. late-29th to early-28th century BC,A king during the 2nd dynasty of Egypt.
741,Ranefer,Prince,4th dynasty,fl. c. 26th century BC,"A son of pharaoh Sneferu, the first ruler of the 4th dynasty of Egypt."
742,Rashepses,Vizier,5th dynasty,fl. c. 24th century BC,Rashepses served under pharaoh Djedkare Isesi.
743,Rawer,Prince,4th dynasty,fl. c. 24th century BC,"Great-grandson of Khufu, brother of Minkhaf II."
744,Rehuerdjersen,Treasurer,12th dynasty,fl. c. 20th century BC,A treasurer who held this office under pharaoh Amenemhet I.
745,Rekhetre,Queen,4th/ 5th dynasty,fl. c. 26th century BC,An Egyptian queen from the late 4th dynasty or early 5th dynasty. She was a daughter of Pharaoh Khafre. Rekhetre was possibly the wife of one of Khafre's successors as pharaoh.
746,Rekhmire,Vizier,18th dynasty,fl. c. mid-15th century BC,"A noble and official, who served as Governor of Thebes and vizier during the reigns of Tuthmosis III and Amenhotep II. He was also High Priest of Annu or Heliopolis."
747,Renseneb,Pharaoh,13th dynasty,fl. c. mid-18th century BC,An Egyptian king of the 13th dynasty. Alternate spelling: Ranisonb.
748,Reptynub,Queen,5th dynasty,fl. c. 25th century BC,She was the wife of King Nyuserre Ini. Her name is also written as Repytnub and Reputnebu.
749,Reputnebty,Princess,5th dynasty,fl. c. 25th century BC,She was a daughter of pharaoh Nyuserre Ini and possibly queen Reptynub.
750,Roma-Roi,High Priest of Amun,19th dynasty,fl. c. mid to late-13th century BC,High Priest of Amun towards the end of the reign of Ramesses II and into the reigns of Merenptah and possibly Seti II.
751,Rudamun Usermaatre Setepenamun Meryamun,Pharaoh,23rd dynasty,reigned c. 759 BC – c. 739 BC,"The last pharaoh of the 23rd dynasty based in Upper Egypt. He was the younger son of Osorkon III, and the brother of Takelot III."
752,Sabef,Official,1st dynasty,fl. c. 29th century BC,An Ancient Egyptian official under king Qa'a in the 1st dynasty.
753,Sabni,Official,6th dynasty,fl. c. 23rd century BC,An Ancient Egyptian expedition under king Pepy II buried at Qubbet el-Hawa..
754,Sabu called Ibebi,High Priest of Ptah,5th and 6th dynasty,fl. c. 24th century BC,A High Priest of Ptah during the reigns king Unas and king Teti.
755,Sabu called Thety,High Priest of Ptah,6th dynasty,fl. c. 24th century BC,A High Priest of Ptah during the reign of king Teti. He was the successor of Sabu Ibebi and probably his son.
756,Sahure,Pharaoh,5th dynasty,fl. c. 25th century BC,Son of queen Neferhetepes and his father was probably Userkaf. Sahure established a navy and sent the fleet to Punt. He traded with states and cities in the eastern Mediterranean.
757,Sakir-Har,Pharaoh,15th dynasty,fl. c. late-17th century BC,A king of the Hyksos 15th dynasty of Egypt.
758,Salitis,Pharaoh,15th dynasty,fl. c. late-17th century BC,"According to Manetho, the first pharaoh of the Hyksos 15th dynasty of Egypt. The Hyksos founded the city of Avaris which became their capital."
759,Sanakht,Pharaoh,3rd dynasty,fl. c. 27th century BC,"He reigned c. 2686 BC – c. 2668 BC, and was probably the first pharaoh of the 3rd dynasty of Egypt. Referred to as Sanakhte or Nebka."
760,Sankhenre Sewadjtu,Pharaoh,13th dynasty,fl. c. mid-17th century BC,A king of Egypt's 13th dynasty at a time when the kings’ control over all of Egypt was receding.
761,Satiah,Queen,18th dynasty,fl. c. early-15th century BC,"An Egyptian queen, the Great Royal Wife of Thutmose III. Also referred to as Sitiah or Sitioh."
762,Sebkay,Pharaoh,13th dynasty,fl. c. early-18th century BCE,"A pharaoh of the early 13th dynasty, known from a magic wand."
763,Scota,princess,"in Irish mythology, Scottish mythology, and pseudohistory,",fl. c. 10th century BC,"An Egyptian princess,. Also referred to as Scotia ."
764,Sedjefakare Amenemhat,Pharaoh,13th dynasty,fl. c. mid-18th century BC,An Egyptian king of the 13th dynasty.
765,Segerseni,Pharaoh,11th-12th dynasty,fl. early-20th century BCE,"Egyptian or Nubian pretender to the throne, he was an opponent of Amenemhat I but was defeated by him."
766,Sehebre,Pharaoh,14th dynasty,c. 1700 BC,"Pharaoh of the 14th dynasty, probably of Canaanite descent and reigning over the eastern Nile Delta during the second intermediate period."
767,Seheqenre Sankhptahi,Pharaoh,13th dynasty,fl. c. mid-17th century BC,"Among the last pharaohs of the 13th dynasty, shortly before its collapse under the Hyksos."
768,Sehetepre,Pharaoh,13th dynasty,fl. c. mid-18th century BC,An Egyptian king of the 13th dynasty.
769,Sekhemib-Perenmaat,Pharaoh,2nd dynasty,fl. c. 28th century BC,"A king during the Egyptian 2nd dynasty, who may have been the same individual as Peribsen, or, more likely, was a separate king who ruled Lower Egypt at the same time that Peribsen ruled Upper Egypt."
770,Sekhemkare,Vizier,5th dynasty,fl. c. 25th century BC,A vizier during the reigns of kings Userkaf and Sahure. He was a son of king Khafre and queen Hekenuhedjet.
771,Sekhemkare,Pharaoh,13th dynasty,,see Amenemhat V Sekhemkare
772,Sekhemkhet,Pharaoh,3rd dynasty,fl. c. 27th century BC,A pharaoh in Egypt during the 3rd dynasty.
773,Sekhemre Khutawy,Pharaoh,13th dynasty,fl. c. early-18th century BC,Sekhemre Khutawy Sobekhotep I was an Egyptian king of the 13th Dynasty
774,Sekheperenre,Pharaoh,14th dynasty,fl. c. early-15th century BC,"Pharaoh of the 14th dynasty, probably of Canaanite descent, reigning over the eastern Delta during the mid second intermediate period."
775,Sekhmakh,Queen,,fl. c. mid-4th century BC,The wife of the Nubian king Nastasen.
776,Semat,Queen,1st dynasty,fl. c. 30th century BC,Possibly a wife of the 1st dynasty king Den.
777,Sematawytefnakht,Official,30th to Argead dynasty,fl. c. 330s BC,Witnessed the conquest of Egypt by the hands of Alexander the Great.
778,Semenkare,Pharaoh,13th dynasty,fl. c. mid-18th century BC,An Egyptian king of the 13th Dynasty.
779,Semenre,Pharaoh,16th dynasty,fl. c. early 16th century BC,A 16th dynasty Theban king during the Second Intermediate Period of Egypt who succeeded Nebiriau II.
780,Semerkhet,Pharaoh,1st dynasty,fl. c. 30th century BC,A king during Egypt's 1st dynasty.
781,Semqen,Pharaoh,15th or 16th dynasty,fl. c. mid 17th century BC,Early Hyksos ruler.
782,Senakhtenre Ahmose,Pharaoh,17th dynasty,fl. c. mid-16th century BC,"Pharaoh of the late 17th dynasty, his existence and complete name were confirmed by recent archeological discoveries."
783,Seneb,Overseer of Dwarfs,4th dynasty,fl. c. 26th century BC,Seneb was a dwarf who served as a high-ranking court official in the Old Kingdom.
784,Senebhenaf,Vizier,13th dynasty,fl. c. late-17th century BC,A vizier during the 13th dynasty of the Second Intermediate Period.
785,Senebi,Treasurer,13th dynasty,fl. c. mid-18th to early-17th century BC,A treasurer under the 13th dynasty Egyptian kings Neferhotep I and Sobekhotep IV.
786,Senebkay,Pharaoh,16th or Abydos dynasty,fl. c. mid-16th century BC,Obscur pharaoh whose tomb discovered in 2014 in Abydos might vindicate the existence of the Abydos Dynasty during the mid second intermediate period.
787,Senedj,Pharaoh,2nd dynasty,fl. c. 28th century BC,A king during the 2nd dynasty of Egypt who resided at Memphis.
788,Senedjemib Inti,Vizier,5th dynasty,fl. c. 24th century BC,"A vizier, who served king Djedkare Isesi."
789,Senedjemib Mehi,Vizier,6th dynasty,fl. c. 24th century BC,A vizier who started out his career under king Djedkare Isesi and eventually became vizier under king Unas.
790,Senenmut,"Architect, Steward",18th dynasty,fl. c. early-15th century BC,"An architect and government official. Senenmut entered royal service during the reign of Thutmose I or Thutmose II. After Hatshepsut became pharaoh, Senenmut became high steward."
791,Senewosret-Ankh,Vizier,12th – 13th dynasty,fl. c. 18th century BC,He is known from a number of sources making it possible to reconstruct his career.
792,Senkamanisken,King of Kush,,fl. c. mid-7th century BC,A Nubian king based at Napata (reigned c. 640 BC – c. 620 BC). He was married to Queen Nasalsa who bore him two sons: Anlamani and Aspelta.
793,Sennedjem,Artisan,19th dynasty,fl. c. early-13th century BC,An Egyptian artisan who lived in Deir el-Medina near Thebes during the reigns of the 19th dynasty pharaohs Seti I and Ramesses II. He worked on the excavation and decoration of the nearby royal tombs.
794,Sennefer,Mayor of Thebes,18th dynasty,fl. c. late-15th century BC,"Mayor of Thebes and ""Overseer of the Granaries and Fields, Gardens and Cattle of Amun"" during the reign of Amenhotep II. He was a son of Ahmose Humay, brother to Amenhotep II's vizier Amenemopet."
795,Sennefer,Overseer of the Seal,18th dynasty,fl. c. early to mid-15th century BC,"A long serving Egyptian official under pharaohs Thutmose II, Hatshepsut, and Thutmose III. His titles included ""Overseer of the Seal"" and ""Overseer of the Gold-land of Amun""."
796,Senneferi,Overseer of the Seal,18th dynasty,fl. c. mid-15th century BC,"Overseer of the Seal and ""Overseer of the Gold-Land of Amun"", during the reign of Thutmose III of the Egyptian 18th dynasty."
797,Senseneb,Queen-Mother,18th dynasty,fl. c. late 16th century BC,The mother of pharaoh Thutmose I.
798,Senusret,Vizier,12th dynasty,fl. c. late-20th century BC,An Egyptian official who was a vizier during the last years of king Senusret I's rule and in the first years of king Amenemhet II.
799,Senusret I,Pharaoh,12th dynasty,reigned c. 1971 BC – c. 1926 BC,Son of Amenemhat I and Neferitatjenen. He continued his father's aggressive expansionist policies against Nubia. Senusret I established diplomatic relations with rulers in Syria and Canaan. He also tried to centralize the country's political structure by supporting nomarchs who were loyal to him. Also referred to as Sesostris I and Senwosret I.
800,Senusret II,Pharaoh,12th dynasty,reigned c. 1897 BC – c. 1878 BC,Son of Amenemhat II. His pyramid was constructed at El-Lahun. Senusret II was interested in the Faiyum oasis region and began work on an extensive irrigation system. Senusret II maintained good relations with the various nomarchs of Egypt. Also referred to as Sesostris II and Senwosret II.
801,Senusret III,Pharaoh,12th dynasty,reigned c. 1878 BC – c. 1860 BC,Son of Senusret II and Khnemetneferhedjet I. He built the Sesostris Canal and expanded Egyptian control deep into Nubia. His military campaigns gave rise to an era of peace and economic prosperity and he reduced the power of the nomarchs. Also referred to as Sesostris III and Senwosret III.
802,Senusret IV,Pharaoh,"13th, 16th or 17th dynasty",fl. c. late-17th to early-16th century BC,Pharaoh of some parts of Upper Egypt during the second intermediate period when the Hyksos controlled Lower Egypt.
803,Seqenenre Tao,Pharaoh,17th dynasty,fl. c. 16th century BC,He probably was the son and successor to Senaktenre Ahmose and Queen Tetisheri.
804,Serethor,Queen,1st dynasty,fl. c. 30th century BC,Serethor was likely a wife of king Den.
805,Serfka,Prince,4th dynasty,fl. c. 26th century BC,"A son of Nefermaat, the eldest son of pharaoh Sneferu, and Itet."
806,Seshemetka,Queen,1st dynasty,fl. c. 30th century BC,Possibly a wife of king Den and the mother of Anedjib.
807,Sesheshet,Queen-Mother,6th dynasty,fl. c. 24th century BC,The mother of pharaoh Teti. She was instrumental in enabling her son to gain the throne and reconciling two warring factions of the royal family. Also known as Shesh.
808,Setau,Viceroy of Kush,19th dynasty,fl. c. 13th century BC,Setau was the Viceroy of Kush in the second half of Ramesses II's reign.
809,Setepenre,Princess,18th dynasty,fl. c. mid-14th century BC,A daughter of Pharaoh Akhenaten and queen Nefertiti.
810,Seth Meribre,Pharaoh,13th dynasty,fl. c. mid-18th century BC,Poorly known king of the 13th dynasty reigning in the early second intermediate period.
811,Seth-Peribsen,Pharaoh,2nd dynasty,fl. c. 28th century BC,A king during the 2nd dynasty of Egypt.
812,Seti,Commander,18th dynasty,fl. c. late-14th century BC,"An Egyptian soldier during the late 18th dynasty, the commander of the army and later vizier. He was the father of Pharaoh Ramesses I. Also known as Suti."
813,Seti,Viceroy of Kush,19th dynasty,fl. c. 13th century BC,"The Viceroy of Kush Seti is attested in year 1 of Siptah. Seti is also mentioned on some monuments of his son Amenemhab. Amenemhab was the son of Seti and the Lady Amenemtaiauw. Seti held the titles fan-bearer on the king's right, king's scribe of the letters of the Pharaoh."
814,Seti I Menmaatre,Pharaoh,19th dynasty,reigned c. 1290 BC – c. 1279 BC,"The son of Ramesses I and Queen Sitre, and the father of Ramesses II. He reconquered most of the territories in Canaan and Syria disputed with the Hittites. Seti I also fought a series of wars in Libya and Nubia. Also referred to as Sethos I."
815,Seti II Userkheperure Setepenre,Pharaoh,19th dynasty,reigned c. 1203 BC – c. 1197 BC,He was the son of Merneptah and queen Isetnofret II. Seti II had to deal with the accession of a rival named Amenmesse who seized control over Thebes and Nubia in Upper Egypt. Also referred to as Sethos II.
816,Seti-Merenptah,Pharaoh,19th dynasty,fl. c. early-12th century BC,"An Egyptian prince of the late 19th dynasty, a son of Pharaoh Seti II and Isetnofret II."
817,Setnakhte Userkhaure-Setepenre,Pharaoh,20th dynasty,fl. c. early-12th century BC,The first pharaoh of the 20th dynasty of Egypt (reigned c. 1190 BC – c. 1186 BC) and the father of Ramesses III. He was either an usurper who seized the throne or a member of a minor line of the royal family who emerged as pharaoh.
818,Setut,Pharaoh,9th dynasty,fl. c. 22nd century BCE,"A pharaoh of the Herakleopolite 9th dynasty, also called Senen ... ."
819,Seuserenre Bebiankh,Pharaoh,16th dynasty,,see Bebiankh
820,Sewadjkare,Pharaoh,13th dynasty,fl. c. mid-17th century BC,A pharaoh of the 13th dynasty of Egypt.
821,Sewadjkare Hori,Pharaoh,13th dynasty,fl. c. mid-17th century BC,A pharaoh of the 13th dynasty of Egypt.
822,Sewadjkare III,Pharaoh,14th dynasty,c. 1699 BC,"Pharaoh of the 14th dynasty, probably of Canaanite descent and reigning over the eastern Nile Delta during the second intermediate period."
823,Shabaka Neferkare,Pharaoh,25th dynasty,reigned c. 721 BC – c. 707 BC,"Shabaka is thought to be the son of King Kashta and Pebatjma, although a text from the time of Taharqa could be interpreted to mean that Shabaka was a brother of Taharqa and hence a son of Piye. He consolidated the Nubia's control over Egypt from Nubia to the Delta region. Shabaka maintained Egypt's independence from the Assyrian empire under Sargon II."
824,Sharek,Pharaoh,-,reigned during the Second Intermediate Period,"He was possibly the same person of the Manethonian Salitis, founder of the 15th Dynasty."
825,Shebitku,Pharaoh,25th dynasty,reigned c. 707 BC – c. 690 BC,"He was the nephew and successor of Shabaka and a son of Piye, the founder of the dynasty. Shebitku actively resisted Assyrian expansion under Sennacherib into Canaan."
826,Shedsu-nefertum,High Priest of Ptah,21st – 22nd dynasty,fl. c. late-10th century BC,"Shedsunefertem was the son of the High Priest Ankhefensekhmet and the lady Tapeshenese, who was First Chief of the Harem of Ptah and Prophetess of Mut."
827,Shemay,Vizier of Upper Egypt,8th dynasty,fl. c. early-22nd century BC,"Shemay was nomarch of Coptos and vizier of Upper Egypt in the early First Intermediate Period. The beneficiary of most of the Coptos Decrees, his career is symptomatic of the decline of kingship at the end of the Old Kingdom."
828,Sheneh,Pharaoh,14th or 16th dynasty,fl. c. 17th century BC,Semitic ruler of Lower Egypt belonging to the 14th dynasty or vassal of the Hyksos and belonging to the 16th dynasty during the second intermediate period.
829,Shenshek,Pharaoh,14th or 16th dynasty,fl. c. 17th century BC,Semitic ruler of Lower Egypt belonging to the 14th dynasty or vassal of the Hyksos and belonging to the 16th dynasty during the second intermediate period.
830,Shepenupet I,Divine Adoratrice of Amun,25th dynasty,fl. c. mid-8th century BC,She was the first Divine Adoratrice of Amun to wield political power in Thebes. She was a daughter of Osorkon III and Queen Karoadjet. Also called Shepenwpet I.
831,Shepenupet II,Divine Adoratrice of Amun,25th dynasty,fl. c. early-7th century BC,She was the daughter of the first Kushite pharaoh Piye and sister of Piye's successors Taharqa and Shabaka. Also called Shepenwpet II.
832,Shepseska,Prince,5th dynasty,fl. c. 26th century BC,"A son of Nefermaat, the eldest son of pharaoh Sneferu, and Itet."
833,Shepseskaf,Pharaoh,4th dynasty,fl. c. 26th century BC,Possibly a son of the Egyptian king Menkaure who succeeded his father on the throne (reigned c. 2503 BC – c. 2498 BC). He was probably the last king of the 4th dynasty.
834,Shepseskare Isi,Pharaoh,5th dynasty,fl. c. 25th century BC,"He reigned c. 2467 BC – c. 2460 BC. Sometime referred to as Shepseskare, Sisiris."
835,Shepsesneb,Prince,4th dynasty,fl. c. 26th century BC,"A son of Nefermaat, the eldest son of pharaoh Sneferu and Itet."
836,Shepset-ipet,Princess,2nd dynasty,fl. c. late 27th century BC,"Daughter of a king of the late 2nd Dynasty, possibly Khasekhemwy or Peribsen."
837,Shery,Official,4th dynasty,fl. c. 28th century BC,An Egyptian official who probably lived during the 4th Dynasty. He was Great of the Ten of Upper Egypt and Chief of the wab-priest of Peribsen in the necropolis of Senedj.
838,Sheshi Maaibre,Pharaoh,14th dynasty,fl. c. early-17th century BC,A 14th dynasty pharaoh of Egypt during the Second Intermediate Period.
839,Shoshenq I Hedjkheperre Setepenre,Pharaoh,22nd dynasty,reigned c. 943 BC – c. 922 BC,"He was a Meshwesh (Libyan) Berber king of Egypt and the founder of the 22nd Dynasty. He was the son of Nimlot, Great Chief of the Ma, and his wife Tentshepeh. Sheshonk I pursued an aggressive foreign policy against Syria, Philistine, Phoenicia, Judah and Israel. Also known as Shoshenq I, Sheshonk, Sheshonq I."
840,Sheshonk II Heqakheperre,Pharaoh,22nd dynasty,reigned c. 887 BC – c. 885 BC,A king of the 22nd dynasty of Egypt.
841,Shoshenq III Usermaatre Setepenre,Pharaoh,22nd dynasty,reigned c. 837 BC – c. 798 BC,"His reign was marked by the loss of Egypt's political unity, with the appearance of Pedubast I at Thebes. Henceforth, the 22nd Dynasty kings only controlled Lower Egypt."
842,Shoshenq IV Hedjkheperre Setepenre,Pharaoh,22nd dynasty,reigned c. 798 BC – c. 785 BC,A king during Egypt's 22nd dynasty. Also referred to as Shoshenq IV.
843,Shoshenq V,Pharaoh,22nd dynasty,reigned c. 778 BC – c. 740 BC,"The final king of the 22nd dynasty of Egypt of Meshwesh Libyans which controlled Lower Egypt. With his death, the kingdom in the Egyptian Delta disintegrated into various city states."
844,Shoshenq VI,Pharaoh,23rd dynasty,fl. c. late-9th century BC,A 23rd Dynasty king based at Thebes (reigned c. 804 BC – c. 798 BC). He was defeated and ousted from power by Prince Osorkon (later Osorkon III).
845,Shoshenq,Libyan chief,21st dynasty,fl. c. 11th-10th century BCE,"A Great chief of the Ma during the 21st dynasty, father of pharaoh Osorkon the Elder and grandfather of pharaoh Shoshenq I."
846,Shoshenq,High Priest of Amun,22nd dynasty,fl. c. late-10th century BC,"The eldest son of pharaoh Osorkon I and queen Maatkare, the daughter of Psusennes II, and served as the High Priest of Amun at Thebes during his father's reign."
847,Shoshenq,High Priest of Ptah,22nd dynasty,fl. c. mid-9th century BC,Shoshenq was the eldest son of Osorkon II and Queen Karomama.
848,Siamun Netjerkheperre-Setepenamun,Pharaoh,21st dynasty,reigned c. 986 BC – c. 967 BC,Siamun doubled the size of the Temple of Amun at Tanis and initiated works at the Temple of Horus at Mesen. He embarked upon an active foreign policy.
849,Siamun,Prince,18th dynasty,fl. c. late-16th century BC,He was the son of Pharaoh Ahmose I and Queen Ahmose Nefertari.
850,Siamun,Prince,18th dynasty,fl. c. mid-15th century BC,A son of Pharaoh Thutmose III.
851,Siaspiqa,King of Meroe,,fl. c. early-5th century BC,A Kushite King of Meroe (reigned c. 487 BC – c. 468 BC).
852,Siatum,Prince,18th dynasty,fl. c. early-14th century BC,He was probably one of the sons of Pharaoh Thutmose IV and thus the brother or half-brother of Amenhotep III.
853,Siese,Vizier,12th dynasty,fl. c. 20th century BC,An Egyptian vizier and treasurer during the 12th dynasty. He was probably vizier under pharaoh Amenemhat II. Also called Zaaset.
854,Sihathor,Pharaoh,13th dynasty,fl. c. 18th century BC,Ephemeral coregent of his brother Neferhotep I.
855,Simut,Second Prophet of Amun,18th dynasty,fl. c. mid-14th century BC,An Egyptian priest who held the position of Second Prophet of Amun towards the end of the reign of the 18th dynasty Pharaoh Amenhotep III. Simut was also treasurer (“Overseer of the House of Silver”) and “sealer of every contract in Karnak”.
856,Siptah Akhenre Setepenre,Pharaoh,19th dynasty,fl. c. late-13th to early-12th century BC,His father's identity is unknown with both Seti II and Amenmesse being suggested. Siptah succeeded to the throne as a child after the death of Seti II. Also known as Merneptah Siptah.
857,Sitamun,Queen,18th dynasty,fl. c. mid-14th century BC,She was the eldest daughter of Pharaoh Amenhotep III and his wife Tiye and later married her father.
858,Sitdjehuti,Queen,17th dynasty,fl. c. mid-16th century BC,She was a daughter of Pharaoh Senakhtenre Ahmose and the sister to Pharaoh Seqenenre Tao and the queens Ahhotep and Ahmose Inhapy. She was married to her (half-)brother Tao.
859,Sithathoriunet,Princess,12th dynasty,fl. c. mid-19th century BC,She was possibly a daughter of Senusret II.
860,Sitre,Queen,19th dynasty,fl. ca 13th century BC,Wife of Pharaoh Ramesses I of Egypt and mother of Seti I. Also called Tia-Sitre.
861,Sitre In,Nurse,18th dynasty,fl. c. late-16th century BC,The nurse of the female pharaoh Hatshepsut.
862,Smendes Hedjkheperre Setepenre,Pharaoh,21st dynasty,fl. c. early to mid-11th century BC,The first pharaoh of the 21st dynasty of Egypt (reigned c. 1077 BC – c. 1052 BC). He is thought to have been a powerful governor in Lower Egypt during the reign of Ramesses XI.
863,Smendes II,High Priest of Amun,21st dynasty,fl. c. early-10th century BC,"He was a son of High Priest Menkheperre and Princess Isetemkheb, the daughter of Psusennes I. Also known as Nesbanebdjed II."
864,Smendes III,High Priest of Amun,22nd dynasty,fl. c. early-9th century BCE,"A son of pharaoh Osorkon I, he officiated under the reign of the brother Takelot I. Also known as Nesbanebdjed III."
865,Smenkhkare,Pharaoh,18th dynasty,fl. c. mid-14th century BC,"He was probably a younger son of Amenhotep III and queen Tiye, and therefore a younger brother of Akhenaten."
866,Snaaib,Pharaoh,13th or Abydos Dynasty,fl. c. mid 17th century BC,"Poorly known pharaoh of the late 13th or Abydos dynasty during the second intermediate period, close to the time of the Hyksos invasion."
867,Sneferu,Pharaoh,4th dynasty,reigned c. 2613 BC – c. 2589 BC,"He built at least three pyramids at Dahshur (including the Bent Pyramid and the Red Pyramid) and Meidum (Meidum pyramid). He introduced major innovations in the design and construction of pyramids. Also known as Snefru, Snofru or Soris."
868,Sneferukhaf,Prince,4th dynasty,fl. c. 26th century BC,He was a son of Prince Nefermaat II and a grandson of Princess Nefertkau.
869,Sobekemhat,Vizier,12th dynasty,fl. c. mid-19th century BC,An Egyptian vizier under king Senusret III during the 12th dynasty.
870,Sobekemsaf I,Pharaoh,17th dynasty,fl. c. early-16th century BC,Sekhemre Shedtawy Sobekemsaf reigned during the Second Intermediate Period. Sobekemsaf I is thought to have been the father of both Intef VI and Intef VII.
871,Sobekemsaf II Sekhemrewadjkhaw,Pharaoh,17th dynasty,fl. c. mid-16th century BC,He may have reigned after Djehuti and Intef VI. Sobekemsaf's chief wife was Queen Nubemhet.
872,Sobekhotep I Sekhemrekhutawy,Pharaoh,13th dynasty,fl. c. mid-18th century BC,"First pharaoh of the 13th dynasty, possibly a son of Amenemhat IV, otherwise, may have reigned later in the dynasty."
873,Sobekhotep II,Pharaoh,13th dynasty,fl. c. late-18th century BC,"An Egyptian king of the 13th Dynasty. He appears in the Turin King List as Sobekhotep and is otherwise mainly known from reliefs coming from a chapel set up in Abydos, from a pedestal of a statue and from a fragment of a column."
874,Sobekhotep III Sekhemresewdjtawy,Pharaoh,13th dynasty,fl. c. late-18th century BC,"His father was Mentuhotep. His mother was Jewetibaw. The king had two wives, Senebhenas and Neni."
875,Sobekhotep IV Khaneferre,Pharaoh,13th dynasty,fl. c. early-17th century BC,"He was the son of Haankhef and Kemi. His brother, Neferhotep I, was his predecessor on the throne."
876,Sobekhotep V,Pharaoh,13th dynasty,fl. c. early-17th century BC,Sobekhotep Merhotepre was an Egyptian king.
877,Sobekhotep VI,Pharaoh,13th dynasty,fl. c. early-17th century BC,Sobekhotep Khahotepre was an Egyptian king.
878,Merkawre Sobekhotep VII,Pharaoh,13th dynasty,fl. c. mid-17th century BC,"Among the last pharaohs of the 13th dynasty, shortly before the Hyksos conquest of Lower Egypt."
879,Sobekhotep VIII Sekhemre Susertawi,Pharaoh,16th dynasty,fl. c. late-17th century BC,He is believed to be the successor of Djehuti. He reigned over Upper Egypt during the time of the Hyksos conquest of Memphis and Lower Egypt.
880,Sobeknakht II,Governor,16th dynasty,fl. c. early-16th century BC,A local governor at El-Kab and a supporter of the Theban 16th dynasty during the Second Intermediate Period.
881,Sobekneferu,Pharaoh/ Queen,12th dynasty,reigned c. 1807 BC – c. 1803 BC,She was a daughter of Pharaoh Amenemhat III. Also known as Neferusobek.
882,Sonbef,Pharaoh,13th dynasty,fl. c. early-18th century BC,"Second pharaoh of the 13th dynasty, possibly a son of Amenemhat IV. Also known as Amenemhat Sonbef."
883,Sosibius,Chief Minister,Ptolemaic,fl. c. late 3rd century BC,"The chief minister of Ptolemy IV Philopator. He was able to exercise great power through his influence over the king throughout Ptolemy IV's reign. Based on Sosibius' advice, Ptolemy IV put to death his uncle Lysimachus, his brother Magas, and his mother Berenice."
884,Sosibius of Tarentum,Captain of the Guard,Ptolemaic,fl. c. mid-3rd century BC,"One of the captains of the body-guards of Ptolemy II Philadelphus, king of Egypt. He may have been the father of the Sosibius, chief minister to Ptolemy IV Philopator."
885,Tabekenamun,Queen,25th dynasty,fl. c. late-8th century BC,Tabekenamun was a daughter of King Piye and may have been a queen consort to her brother Taharqa or to Shabaka.
886,Tabiry,Queen,25th dynasty,fl. c. mid-8th century BC,Tabiry was the daughter of Alara of Nubia and his wife Kasaqa and the wife of King Piye.
887,Tadibast III,Queen,22nd dynasty,fl. c. mid-8th century BC,Tadibast III was the mother of Osorkon IV and likely the wife of Shoshenq V.
888,Tadukhipa,Queen,18th dynasty,fl. c. mid-14th century BC,"A daughter of Tushratta, king of Mitanni and his queen, Juni. Tushratta married his daughter to his ally pharaoh Amenhotep III to cement their two states' alliances. Amenhotep III died shortly after Tadukhipa arrived in Egypt so she eventually married his son and heir Akhenaten. Her name is sometime written as Tadu-Hepa."
889,Taharqa,Pharaoh,25th dynasty,reigned c. 690 BC – c. 664 BC,"He was the son of Piye, the Nubian king of Napata who had first conquered Egypt. During his reign, Assyria forces under General Esarhaddon invaded Egypt and managed to conquer Lower Egypt putting Neto I on the throne in Sias."
890,Takahatenamun,Queen,25th dynasty,8th century BC,She was the daughter of King Piye and the sister-wife of King Taharqa.
891,Takelot I Hedjkheperre Setepenre,Pharaoh,22nd dynasty,reigned c. 885 BC – c. 872 BC,"He was a son of Osorkon I and Queen Tashedkhonsu. He married Kapes who bore him a son, Osorkon II. Takelot I's authority was not fully recognised in Upper Egypt where a local Theban king challenged his authority."
892,Takelot II Si-Ese Hedjkheperre Setepenre,Pharaoh,23rd dynasty,reigned c. 840 BC – c. 815 BC,"A Pharaoh and High Priest of Amun, ruling Middle and Upper Egypt separately from the Tanite 22nd dynasty kings who at that time only controlled Lower Egypt."
893,Takelot III Si-Ese Usimare Setepenamun,Pharaoh,23rd dynasty,reigned c. 774 BC – c. 759 BC,He was Osorkon III's eldest son and successor and High Priest of Amun at Thebes.
894,Takhat,Queen,19th dynasty,fl. c. late 13th century BC,The mother of the usurper pharaoh Amenmesse. She was a queen consort to either Merenptah or Seti II.
895,Takhat,Queen-Mother,20th dynasty,fl. c. late 13th century BC,"The mother of pharaoh Ramesses IX and probably the wife of Montuherkhepeshef, a son of Ramesses III."
896,Takhuit,Queen,26th dynasty,fl. c. 6th century BC,Takhuit was the wife of Psamtik II and the mother of Pharaoh Apries and the God's Wife of Amun Ankhnesneferibre.
